detectorid,stationid,stationname,lanenumber,highwayid,highwayname,milepost
101984,230,"WB Airport Way (2R056) to NB I-205",4,3,I-205,24.82
101985,230,"WB Airport Way (2R056) to NB I-205",3,3,I-205,24.82
101986,230,"WB Airport Way (2R056) to NB I-205",2,3,I-205,24.82
101987,230,"WB Airport Way (2R056) to NB I-205",1,3,I-205,24.82
100962,232,"EB Airport Way (2R057) to NB I-205",4,3,I-205,24.92
100963,232,"EB Airport Way (2R057) to NB I-205",3,3,I-205,24.92
100964,232,"EB Airport Way (2R057) to NB I-205",2,3,I-205,24.92
100965,232,"EB Airport Way (2R057) to NB I-205",1,3,I-205,24.92
102090,1003,"EB Nyberg Loop (2R313) to NB I-5",5,1,I-5,289.4
102091,1003,"EB Nyberg Loop (2R313) to NB I-5",4,1,I-5,289.4
102092,1003,"EB Nyberg Loop (2R313) to NB I-5",3,1,I-5,289.4
102093,1003,"EB Nyberg Loop (2R313) to NB I-5",2,1,I-5,289.4
102094,1003,"EB Nyberg Loop (2R313) to NB I-5",1,1,I-5,289.4
102095,1004,"WB Nyberg Slip (2R312) to NB I-5",5,1,I-5,289.63
102096,1004,"WB Nyberg Slip (2R312) to NB I-5",4,1,I-5,289.63
102097,1004,"WB Nyberg Slip (2R312) to NB I-5",3,1,I-5,289.63
102098,1004,"WB Nyberg Slip (2R312) to NB I-5",2,1,I-5,289.63
102099,1004,"WB Nyberg Slip (2R312) to NB I-5",1,1,I-5,289.63
100429,1005,"Lower Boones (2R311) to NB I-5",3,1,I-5,290.54
100430,1005,"Lower Boones (2R311) to NB I-5",2,1,I-5,290.54
100431,1005,"Lower Boones (2R311) to NB I-5",1,1,I-5,290.54
100432,1006,"Carman (2R316) to NB I-5",3,1,I-5,291.61
100433,1006,"Carman (2R316) to NB I-5",2,1,I-5,291.61
100434,1006,"Carman (2R316) to NB I-5",1,1,I-5,291.61
100435,1007,"OR 217/Kruse Way (2R317) to NB I-5",3,1,I-5,292.18
100436,1007,"OR 217/Kruse Way (2R317) to NB I-5",2,1,I-5,292.18
100437,1007,"OR 217/Kruse Way (2R317) to NB I-5",1,1,I-5,292.18
100755,1008,"Haines (2R308) to NB I-5",3,1,I-5,293.18
100756,1008,"Haines (2R308) to NB I-5",2,1,I-5,293.18
100757,1008,"Haines (2R308) to NB I-5",1,1,I-5,293.18
100758,1009,"99W (2R307) to NB I-5",3,1,I-5,293.74
100759,1009,"99W (2R307) to NB I-5",2,1,I-5,293.74
100760,1009,"99W (2R307) to NB I-5",1,1,I-5,293.74
100761,1010,"Capitol (2R306) to NB I-5",3,1,I-5,295.18
100762,1010,"Capitol (2R306) to NB I-5",2,1,I-5,295.18
100763,1010,"Capitol (2R306) to NB I-5",1,1,I-5,295.18
100764,1011,"Spring Garden (2R305) to NB I-5",3,1,I-5,296.26
100765,1011,"Spring Garden (2R305) to NB I-5",2,1,I-5,296.26
100766,1011,"Spring Garden (2R305) to NB I-5",1,1,I-5,296.26
100767,1012,"Multnomah (2R304) to NB I-5",3,1,I-5,296.6
100768,1012,"Multnomah (2R304) to NB I-5",2,1,I-5,296.6
100769,1012,"Multnomah (2R304) to NB I-5",1,1,I-5,296.6
101912,1013,"Bertha (2R309) to NB I-5",3,1,I-5,297.4
101913,1013,"Bertha (2R309) to NB I-5",2,1,I-5,297.4
101914,1013,"Bertha (2R309) to NB I-5",1,1,I-5,297.4
100369,1015,"Macadam (2R301) to NB I-5",2,1,I-5,299.7
100370,1015,"Macadam (2R301) to NB I-5",1,1,I-5,299.7
100782,1018,"Broadway (2R001) to NB I-5",2,1,I-5,302.5
100783,1018,"Broadway (2R001) to NB I-5",1,1,I-5,302.5
100784,1019,"Going (2R002) to NB I-5",2,1,I-5,303.88
100785,1019,"Going (2R002) to NB I-5",1,1,I-5,303.88
100786,1020,"Alberta (2DS149) to NB I-5",2,1,I-5,304.3
100787,1020,"Alberta (2DS149) to NB I-5",1,1,I-5,304.3
100788,1021,"Rosa Parks (2R004) to NB I-5",2,1,I-5,305.12
100789,1021,"Rosa Parks (2R004) to NB I-5",1,1,I-5,305.12
100792,1023,"Victory (2R006) to NB I-5",2,1,I-5,306.51
100793,1023,"Victory (2R006) to NB I-5",1,1,I-5,306.51
100794,1024,"Marine Dr/99E (2R007) to NB I-5",3,1,I-5,307.46
100795,1024,"Marine Dr/99E (2R007) to NB I-5",2,1,I-5,307.46
100796,1024,"Marine Dr/99E (2R007) to NB I-5",1,1,I-5,307.46
100797,1025,"Jantzen Beach (2DS111) to NB I-5",3,1,I-5,307.9
100798,1025,"Jantzen Beach (2DS111) to NB I-5",2,1,I-5,307.9
100799,1025,"Jantzen Beach (2DS111) to NB I-5",1,1,I-5,307.9
100842,1026,"Jantzen Beach (2DS111) to SB I-5",3,2,I-5,307.9
100843,1026,"Jantzen Beach (2DS111) to SB I-5",2,2,I-5,307.9
100844,1026,"Jantzen Beach (2DS111) to SB I-5",1,2,I-5,307.9
100839,1027,"Marine Dr/99E (2R010) to SB I-5",3,2,I-5,307.35
100840,1027,"Marine Dr/99E (2R010) to SB I-5",2,2,I-5,307.35
100841,1027,"Marine Dr/99E (2R010) to SB I-5",1,2,I-5,307.35
100833,1028,"Columbia (2R011) to SB I-5",3,2,I-5,305.97
100834,1028,"Columbia (2R011) to SB I-5",2,2,I-5,305.97
100835,1028,"Columbia (2R011) to SB I-5",1,2,I-5,305.97
100830,1029,"WB Lombard (2R013) to SB I-5",3,2,I-5,305.51
100831,1029,"WB Lombard (2R013) to SB I-5",2,2,I-5,305.51
100832,1029,"WB Lombard (2R013) to SB I-5",1,2,I-5,305.51
100827,1030,"EB Lombard (2R012) to SB I-5",3,2,I-5,305.4
100828,1030,"EB Lombard (2R012) to SB I-5",2,2,I-5,305.4
100829,1030,"EB Lombard (2R012) to SB I-5",1,2,I-5,305.4
100824,1031,"Rosa Parks (2R014) to SB I-5",3,2,I-5,304.85
100825,1031,"Rosa Parks (2R014) to SB I-5",2,2,I-5,304.85
100826,1031,"Rosa Parks (2R014) to SB I-5",1,2,I-5,304.85
100821,1032,"Alberta (2R015) to SB I-5",3,2,I-5,304.08
100822,1032,"Alberta (2R015) to SB I-5",2,2,I-5,304.08
100823,1032,"Alberta (2R015) to SB I-5",1,2,I-5,304.08
100818,1033,"Going (2R020) to SB I-5",3,2,I-5,303.9
100819,1033,"Going (2R020) to SB I-5",2,2,I-5,303.9
100820,1033,"Going (2R020) to SB I-5",1,2,I-5,303.9
100816,1034,"Greeley (2DS112) to SB I-5",2,2,I-5,303.1
100817,1034,"Greeley (2DS112) to SB I-5",1,2,I-5,303.1
100812,1035,"Wheeler (2R018) to SB I-5",2,2,I-5,302.17
100813,1035,"Wheeler (2R018) to SB I-5",1,2,I-5,302.17
100374,1036,"Hood (2R302) to SB I-5",3,2,I-5,299.25
100375,1036,"Hood (2R302) to SB I-5",2,2,I-5,299.25
100376,1036,"Hood (2R302) to SB I-5",1,2,I-5,299.25
100450,1037,"OR 217/Kruse Way (2R310) to SB I-5",2,611,DS,291.9
100451,1037,"OR 217/Kruse Way (2R310) to SB I-5",1,611,DS,291.9
100447,1038,"Carman (2R322) to SB I-5",3,2,I-5,291.25
100448,1038,"Carman (2R322) to SB I-5",2,2,I-5,291.25
100449,1038,"Carman (2R322) to SB I-5",1,2,I-5,291.25
100444,1039,"Lower Boones (2R321) to SB I-5",3,2,I-5,290.4
100445,1039,"Lower Boones (2R321) to SB I-5",2,2,I-5,290.4
100446,1039,"Lower Boones (2R321) to SB I-5",1,2,I-5,290.4
100441,1040,"Nyberg (2R320) to SB I-5",3,2,I-5,289.38
100442,1040,"Nyberg (2R320) to SB I-5",2,2,I-5,289.38
100443,1040,"Nyberg (2R320) to SB I-5",1,2,I-5,289.38
102104,1041,"99E (2R042) to NB I-205",2,3,I-205,9.45
102105,1041,"99E (2R042) to NB I-205",1,3,I-205,9.45
100922,1042,"82nd Dr/Gladstone (2DS169) to NB I-205",3,3,I-205,11.05
100923,1042,"82nd Dr/Gladstone (2DS169) to NB I-205",2,3,I-205,11.05
100924,1042,"82nd Dr/Gladstone (2DS169) to NB I-205",1,3,I-205,11.05
100925,1043,"OR 212/224 (2DS167) to NB I-205",4,3,I-205,12.94
100926,1043,"OR 212/224 (2DS167) to NB I-205",3,3,I-205,12.94
100927,1043,"OR 212/224 (2DS167) to NB I-205",2,3,I-205,12.94
100928,1043,"OR 212/224 (2DS167) to NB I-205",1,3,I-205,12.94
100935,1045,"Sunnyside (2R054) to NB I-205",3,3,I-205,15.09
100936,1045,"Sunnyside (2R054) to NB I-205",2,3,I-205,15.09
100937,1045,"Sunnyside (2R054) to NB I-205",1,3,I-205,15.09
100938,1046,"Johnson Cr (2R049) to NB I-205",3,3,I-205,16.2
100939,1046,"Johnson Cr (2R049) to NB I-205",2,3,I-205,16.2
100940,1046,"Johnson Cr (2R049) to NB I-205",1,3,I-205,16.2
102299,1047,"Foster (2R050) to NB I-205",4,3,I-205,18.1
102300,1047,"Foster (2R050) to NB I-205",3,3,I-205,18.1
102301,1047,"Foster (2R050) to NB I-205",2,3,I-205,18.1
102302,1047,"Foster (2R050) to NB I-205",1,3,I-205,18.1
101017,1049,"WB Airport Way (2R026) to SB I-205",3,4,I-205,24.77
101018,1049,"WB Airport Way (2R026) to SB I-205",2,4,I-205,24.77
101019,1049,"WB Airport Way (2R026) to SB I-205",1,4,I-205,24.77
102303,1050,"EB Airport Way (2R027) to SB I-205",4,4,I-205,24.66
102304,1050,"EB Airport Way (2R027) to SB I-205",3,4,I-205,24.66
102305,1050,"EB Airport Way (2R027) to SB I-205",2,4,I-205,24.66
102306,1050,"EB Airport Way (2R027) to SB I-205",1,4,I-205,24.66
102294,1051,"Washington (2R030) to SB I-205",5,4,I-205,20.34
102295,1051,"Washington (2R030) to SB I-205",4,4,I-205,20.34
102296,1051,"Washington (2R030) to SB I-205",3,4,I-205,20.34
102297,1051,"Washington (2R030) to SB I-205",2,4,I-205,20.34
102298,1051,"Washington (2R030) to SB I-205",1,4,I-205,20.34
101002,1052,"Division (2R031) to SB I-205",3,4,I-205,19.25
101003,1052,"Division (2R031) to SB I-205",2,4,I-205,19.25
101004,1052,"Division (2R031) to SB I-205",1,4,I-205,19.25
100999,1053,"Powell (2R032) to SB I-205",3,4,I-205,18.92
101000,1053,"Powell (2R032) to SB I-205",2,4,I-205,18.92
101001,1053,"Powell (2R032) to SB I-205",1,4,I-205,18.92
102311,1054,"Foster (2R033) to SB I-205",4,4,I-205,17.5
102312,1054,"Foster (2R033) to SB I-205",3,4,I-205,17.5
102313,1054,"Foster (2R033) to SB I-205",2,4,I-205,17.5
102314,1054,"Foster (2R033) to SB I-205",1,4,I-205,17.5
100878,1055,"Grand (2R075) to EB I-84",3,7,I-84,0.52
100879,1055,"Grand (2R075) to EB I-84",2,7,I-84,0.52
100880,1055,"Grand (2R075) to EB I-84",1,7,I-84,0.52
100881,1056,"16th ( 2R076) to EB I-84",3,7,I-84,1.33
100882,1056,"16th ( 2R076) to EB I-84",2,7,I-84,1.33
100883,1056,"16th ( 2R076) to EB I-84",1,7,I-84,1.33
100884,1057,"Cesar Chavez (2R078) to EB I-84",3,7,I-84,2.6
100885,1057,"Cesar Chavez (2R078) to EB I-84",2,7,I-84,2.6
100886,1057,"Cesar Chavez (2R078) to EB I-84",1,7,I-84,2.6
100900,1059,"82nd/Halsey (2R080) to WB I-84",3,8,I-84,4.9
100901,1059,"82nd/Halsey (2R080) to WB I-84",2,8,I-84,4.9
100902,1059,"82nd/Halsey (2R080) to WB I-84",1,8,I-84,4.9
100897,1060,"58th (2R081) to WB I-84",3,8,I-84,3.43
100898,1060,"58th (2R081) to WB I-84",2,8,I-84,3.43
100899,1060,"58th (2R081) to WB I-84",1,8,I-84,3.43
100894,1061,"Sandy (2R079) to WB I-84",3,8,I-84,2.4
100895,1061,"Sandy (2R079) to WB I-84",2,8,I-84,2.4
100896,1061,"Sandy (2R079) to WB I-84",1,8,I-84,2.4
100890,1062,"33rd (2R077) to WB I-84",4,8,I-84,2.1
100891,1062,"33rd (2R077) to WB I-84",3,8,I-84,2.1
100892,1062,"33rd (2R077) to WB I-84",2,8,I-84,2.1
100893,1062,"33rd (2R077) to WB I-84",1,8,I-84,2.1
100066,1063,"Walker (2R339) to NB OR 217",2,9,OR-217,0.66
100067,1063,"Walker (2R339) to NB OR 217",1,9,OR-217,0.66
100058,1064,"Canyon (2R344) to NB OR 217",2,9,OR-217,1.34
100059,1064,"Canyon (2R344) to NB OR 217",1,9,OR-217,1.34
100050,1065,"Allen (2R340) to NB OR 217",2,9,OR-217,2.16
100051,1065,"Allen (2R340) to NB OR 217",1,9,OR-217,2.16
100042,1066,"Denney (2R342) to NB OR 217",2,9,OR-217,2.68
100043,1066,"Denney (2R342) to NB OR 217",1,9,OR-217,2.68
100034,1067,"Scholls Ferry (2R338) to NB OR 217",2,9,OR-217,3.85
100035,1067,"Scholls Ferry (2R338) to NB OR 217",1,9,OR-217,3.85
100026,1068,"Greenburg (2R337) to NB OR 217",2,9,OR-217,4.65
100027,1068,"Greenburg (2R337) to NB OR 217",1,9,OR-217,4.65
100018,1069,"SB OR 99W Slip (2R336) to NB OR 217",2,9,OR-217,5.85
100019,1069,"SB OR 99W Slip (2R336) to NB OR 217",1,9,OR-217,5.85
100004,1070,"NB OR 99W Loop (2R335) to NB OR 217",2,9,OR-217,5.9
100005,1070,"NB OR 99W Loop (2R335) to NB OR 217",1,9,OR-217,5.9
100002,1071,"NB 72nd (2R348) to NB OR 217",2,9,OR-217,6.61
100003,1071,"NB 72nd (2R348) to NB OR 217",1,9,OR-217,6.61
100165,1072,"72nd (2R347) to SB OR 217",3,10,OR-217,6.77
100166,1072,"72nd (2R347) to SB OR 217",2,10,OR-217,6.77
100167,1072,"72nd (2R347) to SB OR 217",1,10,OR-217,6.77
100157,1073,"OR 99W (2R334) to SB OR 217",2,10,OR-217,5.95
100158,1073,"OR 99W (2R334) to SB OR 217",1,10,OR-217,5.95
100149,1074,"Greenburg (2R333) to SB OR 217",2,10,OR-217,5.11
100150,1074,"Greenburg (2R333) to SB OR 217",1,10,OR-217,5.11
100141,1075,"Scholls Ferry (2R332) to SB OR 217",2,10,OR-217,4.35
100142,1075,"Scholls Ferry (2R332) to SB OR 217",1,10,OR-217,4.35
100127,1076,"Hall (2R331) to SB OR 217",2,10,OR-217,3.5
100128,1076,"Hall (2R331) to SB OR 217",1,10,OR-217,3.5
100119,1077,"Denney (2R343) to SB OR 217",2,10,OR-217,3.12
100120,1077,"Denney (2R343) to SB OR 217",1,10,OR-217,3.12
100117,1078,"Allen (2R341) to SB OR 217",2,10,OR-217,2.55
100118,1078,"Allen (2R341) to SB OR 217",1,10,OR-217,2.55
100103,1079,"B-H Hwy (2R345) to SB OR 217",2,10,OR-217,1.92
100104,1079,"B-H Hwy (2R345) to SB OR 217",1,10,OR-217,1.92
100094,1080,"Walker (2R346) to SB OR 217",3,10,OR-217,0.76
100095,1080,"Walker (2R346) to SB OR 217",2,10,OR-217,0.76
100096,1080,"Walker (2R346) to SB OR 217",1,10,OR-217,0.76
100847,1081,"Helvetia (2R374) to EB US 26",2,11,US26,61.25
100848,1081,"Helvetia (2R374) to EB US 26",1,11,US26,61.25
102212,1082,"SB Cornelius Pass Rd Loop (2R373) to EB US 26",3,11,US26,62.47
102213,1082,"SB Cornelius Pass Rd Loop (2R373) to EB US 26",2,11,US26,62.47
102214,1082,"SB Cornelius Pass Rd Loop (2R373) to EB US 26",1,11,US26,62.47
102215,1083,"NB 185th Slip (2R376) to EB US 26",3,11,US26,64.34
102216,1083,"NB 185th Slip (2R376) to EB US 26",2,11,US26,64.34
102217,1083,"NB 185th Slip (2R376) to EB US 26",1,11,US26,64.34
102206,1084,"SB 185th Loop (2R375) to EB US 26",3,11,US26,64.29
102207,1084,"SB 185th Loop (2R375) to EB US 26",2,11,US26,64.29
102208,1084,"SB 185th Loop (2R375) to EB US 26",1,11,US26,64.29
100857,1085,"Cornell (2R372) to EB US 26",3,11,US26,65.9
100858,1085,"Cornell (2R372) to EB US 26",2,11,US26,65.9
100859,1085,"Cornell (2R372) to EB US 26",1,11,US26,65.9
100860,1086,"Murray (2R365) to EB US 26",3,11,US26,67.4
100861,1086,"Murray (2R365) to EB US 26",2,11,US26,67.4
100862,1086,"Murray (2R365) to EB US 26",1,11,US26,67.4
100863,1087,"Cedar Hills (2R369) to EB US 26",3,11,US26,68.55
100864,1087,"Cedar Hills (2R369) to EB US 26",2,11,US26,68.55
100865,1087,"Cedar Hills (2R369) to EB US 26",1,11,US26,68.55
100651,1089,"Parkway (2R370) to EB US 26",3,11,US26,69.22
100652,1089,"Parkway (2R370) to EB US 26",2,11,US26,69.22
100653,1089,"Parkway (2R370) to EB US 26",1,11,US26,69.22
100660,1090,"Canyon (2R366) to EB US 26",3,11,US26,70.9
100661,1090,"Canyon (2R366) to EB US 26",2,11,US26,70.9
100662,1090,"Canyon (2R366) to EB US 26",1,11,US26,70.9
100669,1091,"Skyline (2R368) to EB US 26",3,11,US26,71.39
100670,1091,"Skyline (2R368) to EB US 26",2,11,US26,71.39
100671,1091,"Skyline (2R368) to EB US 26",1,11,US26,71.39
100681,1092,"Skyline (2R367) to WB US 26",3,12,US26,71.37
100682,1092,"Skyline (2R367) to WB US 26",2,12,US26,71.37
100683,1092,"Skyline (2R367) to WB US 26",1,12,US26,71.37
100873,1094,"Cedar Hills (2R352) to WB US 26",3,12,US26,68.2
100874,1094,"Cedar Hills (2R352) to WB US 26",2,12,US26,68.2
100875,1094,"Cedar Hills (2R352) to WB US 26",1,12,US26,68.2
100870,1095,"Murray (2R354) to WB US 26",3,12,US26,67.0
100871,1095,"Murray (2R354) to WB US 26",2,12,US26,67.0
100872,1095,"Murray (2R354) to WB US 26",1,12,US26,67.0
100367,1096,"Naito/Harbor (2R391) to SB I-5",2,2,I-5,299.5
100368,1096,"Naito/Harbor (2R391) to SB I-5",1,2,I-5,299.5
100876,1097,"EB Morrison (2R074) to EB I-84",2,7,I-84,0.1
100877,1097,"EB Morrison (2R074) to EB I-84",1,7,I-84,0.1
100993,1098,"Johnson Creek (2R034) to SB I-205",3,4,I-205,16.24
100994,1098,"Johnson Creek (2R034) to SB I-205",2,4,I-205,16.24
100995,1098,"Johnson Creek (2R034) to SB I-205",1,4,I-205,16.24
100978,1100,"OR 212/224 (2DS168) to SB I-205",3,4,I-205,12.67
100979,1100,"OR 212/224 (2DS168) to SB I-205",2,4,I-205,12.67
100980,1100,"OR 212/224 (2DS168) to SB I-205",1,4,I-205,12.67
100975,1101,"82nd Dr/Gladstone (2DS170) to SB I-205",3,4,I-205,11.05
100976,1101,"82nd Dr/Gladstone (2DS170) to SB I-205",2,4,I-205,11.05
100977,1101,"82nd Dr/Gladstone (2DS170) to SB I-205",1,4,I-205,11.05
100972,1102,"OR 213/Park Place (2DS172) to SB I-205",3,4,I-205,10.24
100973,1102,"OR 213/Park Place (2DS172) to SB I-205",2,4,I-205,10.24
100974,1102,"OR 213/Park Place (2DS172) to SB I-205",1,4,I-205,10.24
100968,1104,"OR 43 (2R351) to SB I-205",2,4,I-205,8.5
100969,1104,"OR 43 (2R351) to SB I-205",1,4,I-205,8.5
100803,1105,"99W (2R324) to SB I-5",3,2,I-5,293.36
100804,1105,"99W (2R324) to SB I-5",2,2,I-5,293.36
100805,1105,"99W (2R324) to SB I-5",1,2,I-5,293.36
100984,1106,"Milwaukie Expressway (2R037) to SB I-205",3,4,I-205,13.38
100985,1106,"Milwaukie Expressway (2R037) to SB I-205",2,4,I-205,13.38
100986,1106,"Milwaukie Expressway (2R037) to SB I-205",1,4,I-205,13.38
100806,1107,"Capitol (2R306) on SB I-5",3,2,I-5,295.18
100807,1107,"Capitol (2R306) on SB I-5",2,2,I-5,295.18
100808,1107,"Capitol (2R306) on SB I-5",1,2,I-5,295.18
100809,1108,"Spring Garden (2R305) on SB I-5",3,2,I-5,296.26
100810,1108,"Spring Garden (2R305) on SB I-5",2,2,I-5,296.26
100811,1108,"Spring Garden (2R305) on SB I-5",1,2,I-5,296.26
100911,1109,"SB OR 43 (2DS143) to NB I-205",2,3,I-205,8.8
100912,1109,"SB OR 43 (2DS143) to NB I-205",1,3,I-205,8.8
101917,1110,"NB OR 43 (2DS095) to NB I-205",2,3,I-205,9.03
101918,1110,"NB OR 43 (2DS095) to NB I-205",1,3,I-205,9.03
100085,1111,"Wilshire (2R350) to SB OR 217",3,10,OR-217,0.45
100086,1111,"Wilshire (2R350) to SB OR 217",2,10,OR-217,0.45
100087,1111,"Wilshire (2R350) to SB OR 217",1,10,OR-217,0.45
100675,1112,"Jefferson (2R382) to WB US 26",4,12,US26,73.33
100676,1112,"Jefferson (2R382) to WB US 26",3,12,US26,73.33
100677,1112,"Jefferson (2R382) to WB US 26",2,12,US26,73.33
100678,1112,"Jefferson (2R382) to WB US 26",1,12,US26,73.33
100907,1113,"Stafford Rd (2R377) to NB I-205",2,3,I-205,3.55
100908,1113,"Stafford Rd (2R377) to NB I-205",1,3,I-205,3.55
100960,1114,"Stafford Rd (2R390) to SB I-205",2,4,I-205,2.86
100961,1114,"Stafford Rd (2R390) to SB I-205",1,4,I-205,2.86
100966,1115,"10th (2R379) to SB I-205",2,4,I-205,6.25
100967,1115,"10th (2R379) to SB I-205",1,4,I-205,6.25
100909,1116,"10th (2R378) to NB I-205",2,3,I-205,6.88
100910,1116,"10th (2R378) to NB I-205",1,3,I-205,6.88
100071,1118,"Barnes (2R349) to SB OR 217",2,10,OR-217,0.08
100072,1118,"Barnes (2R349) to SB OR 217",1,10,OR-217,0.08
100333,1119,"Everett (2R386) to SB I-405",2,6,I-405,2.22
100334,1119,"Everett (2R386) to SB I-405",1,6,I-405,2.22
100331,1120,"Taylor (2R385) to SB I-405",2,6,I-405,1.81
100332,1120,"Taylor (2R385) to SB I-405",1,6,I-405,1.81
100328,1121,"Montgomery (2R384) to SB I-405",3,6,I-405,1.37
100329,1121,"Montgomery (2R384) to SB I-405",2,6,I-405,1.37
100330,1121,"Montgomery (2R384) to SB I-405",1,6,I-405,1.37
101281,1122,"Clay (2R383) to WB US 26",2,12,US26,73.71
101282,1122,"Clay (2R383) to WB US 26",1,12,US26,73.71
100692,1123,"EB US 26 (2R383) to NB I-405, Market",2,608,DS,73.62
100693,1123,"EB US 26 (2R383) to NB I-405, Market",1,608,DS,73.62
100932,1124,"Sunnybrook(2R053) to NB I-205",3,3,I-205,14.56
100933,1124,"Sunnybrook(2R053) to NB I-205",2,3,I-205,14.56
100934,1124,"Sunnybrook(2R053) to NB I-205",1,3,I-205,14.56
100990,1125,"Sunnyside (2R028) to SB I-205",3,4,I-205,14.58
100991,1125,"Sunnyside (2R028) to SB I-205",2,4,I-205,14.58
100992,1125,"Sunnyside (2R028) to SB I-205",1,4,I-205,14.58
100987,1126,"Sunnybrook (2R029) to SB I-205",3,4,I-205,14.32
100988,1126,"Sunnybrook (2R029) to SB I-205",2,4,I-205,14.32
100989,1126,"Sunnybrook (2R029) to SB I-205",1,4,I-205,14.32
100887,1127,"60th (2R073) to EB I-84",3,7,I-84,3.69
100888,1127,"60th (2R073) to EB I-84",2,7,I-84,3.69
100889,1127,"60th (2R073) to EB I-84",1,7,I-84,3.69
102209,1128,"NB Cornelius Pass Rd Slip (2R397) to EB US 26",3,11,US26,62.8
102210,1128,"NB Cornelius Pass Rd Slip (2R397) to EB US 26",2,11,US26,62.8
102211,1128,"NB Cornelius Pass Rd Slip (2R397) to EB US 26",1,11,US26,62.8
100866,1129,"185th (2R357) to WB US 26",2,12,US26,64.24
100867,1129,"185th (2R357) to WB US 26",1,12,US26,64.24
100800,1131,"Haines (2R323) to SB I-5",3,2,I-5,293.1
100801,1131,"Haines (2R323) to SB I-5",2,2,I-5,293.1
100802,1131,"Haines (2R323) to SB I-5",1,2,I-5,293.1
100362,1132,"Couch (2R389) to NB I-405",2,5,I-405,2.3
100363,1132,"Couch (2R389) to NB I-405",1,5,I-405,2.3
100364,1133,"Glisan (2R395) to NB I-405",3,5,I-405,2.46
100365,1133,"Glisan (2R395) to NB I-405",2,5,I-405,2.46
100366,1133,"Glisan (2R395) to NB I-405",1,5,I-405,2.46
100321,1134,"5th (2R394) to SB I-405",4,6,I-405,0.97
100322,1134,"5th (2R394) to SB I-405",3,6,I-405,0.97
100323,1134,"5th (2R394) to SB I-405",2,6,I-405,0.97
100324,1134,"5th (2R394) to SB I-405",1,6,I-405,0.97
100325,1135,"Broadway (2R388) to SB I-405",3,6,I-405,1.08
100326,1135,"Broadway (2R388) to SB I-405",2,6,I-405,1.08
100327,1135,"Broadway (2R388) to SB I-405",1,6,I-405,1.08
100868,1136,"Bethany (2R356) to WB US 26",2,12,US26,65.65
100869,1136,"Bethany (2R356) to WB US 26",1,12,US26,65.65
100845,1138,"Jackson School Rd (2R398) to EB US 26",2,11,US26,58.8
100846,1138,"Jackson School Rd (2R398) to EB US 26",1,11,US26,58.8
100694,1139,"WB US 26 Frontage (2R367) at Skyline",2,609,DS,71.08
100695,1139,"WB US 26 Frontage (2R367) at Skyline",1,609,DS,71.08
100953,1140,"Columbia (2R024) to NB I-205",3,3,I-205,23.41
100954,1140,"Columbia (2R024) to NB I-205",2,3,I-205,23.41
100955,1140,"Columbia (2R024) to NB I-205",1,3,I-205,23.41
102307,1141,"Columbia (2R025) to SB I-205",4,4,I-205,23.41
102308,1141,"Columbia (2R025) to SB I-205",3,4,I-205,23.41
102309,1141,"Columbia (2R025) to SB I-205",2,4,I-205,23.41
102310,1141,"Columbia (2R025) to SB I-205",1,4,I-205,23.41
102289,1143,"Glisan (2R055) to SB I-205",5,4,I-205,21.12
102290,1143,"Glisan (2R055) to SB I-205",4,4,I-205,21.12
102291,1143,"Glisan (2R055) to SB I-205",3,4,I-205,21.12
102292,1143,"Glisan (2R055) to SB I-205",2,4,I-205,21.12
102293,1143,"Glisan (2R055) to SB I-205",1,4,I-205,21.12
100919,1144,"OR 213/Park Place (2DS171) to I-205 NB MP10.45",3,3,I-205,10.45
100920,1144,"OR 213/Park Place (2DS171) to I-205 NB MP10.45",2,3,I-205,10.45
100921,1144,"OR 213/Park Place (2DS171) to I-205 NB MP10.45",1,3,I-205,10.45
100903,1145,"Glisan (2R023) to WB I-84",1,609,DS,5.7
100696,1146,"Barnes (2R355) to WB US 26 Frontage",2,609,DS,69.3
100697,1146,"Barnes (2R355) to WB US 26 Frontage",1,609,DS,69.3
100836,1147,"Victory (2R021) to SB I-5",3,2,I-5,306.6
100837,1147,"Victory (2R021) to SB I-5",2,2,I-5,306.6
100838,1147,"Victory (2R021) to SB I-5",1,2,I-5,306.6
100672,1148,"Zoo (2R387) to EB US 26",3,11,US26,72.21
100673,1148,"Zoo (2R387) to EB US 26",2,11,US26,72.21
100674,1148,"Zoo (2R387) to EB US 26",1,11,US26,72.21
5003,1501,"Grand EB",1,50,"SR 14",1.55
5004,1501,"Grand EB",2,50,"SR 14",1.55
5005,1502,"Grand WB",2,51,"SR 14",1.55
5006,1502,"Grand WB",1,51,"SR 14",1.55
5021,1507,Kiggins,1,502,"WA I-5",2.55
5022,1507,Kiggins,2,502,"WA I-5",2.55
5023,1507,Kiggins,3,502,"WA I-5",2.55
5024,1508,Kiggins,3,501,"WA I-5",2.55
5025,1508,Kiggins,2,501,"WA I-5",2.55
5026,1508,Kiggins,1,501,"WA I-5",2.55
1000050,1511,99th,3,502,"WA I-5",5.29
1000051,1511,99th,1,502,"WA I-5",5.29
1000052,1511,99th,2,502,"WA I-5",5.29
1000131,1512,99th,1,501,"WA I-5",5.29
1000132,1512,99th,3,501,"WA I-5",5.29
1000133,1512,99th,2,501,"WA I-5",5.29
5041,1513,"Salmon Cr. SB",3,502,"WA I-5",6.31
